timestamp,ue_id,cell_id,slice,cqi,sinr_db,rsrp_dbm,rsrq_db,mcs,prb_allocated,buffer_occupancy,throughput_mbps,latency_ms,packet_loss
1,UE_0028,CELL_002,URLLC,11,17.56,-105.43,-11.29,10,17,0.42,57.0,2.59,0.027
1,UE_0029,CELL_002,mMTC,9,12.26,-95.98,-18.82,9,7,0.909,40.74,6.11,0.0295
1,UE_0030,CELL_004,eMBB,7,9.29,-110.8,-8.66,7,4,0.874,2.36,0.5,0.0396
1,UE_0031,CELL_001,URLLC,9,13.66,-85.2,-9.5,10,19,0.675,23.22,25.57,0.0394
1,UE_0032,CELL_003,mMTC,13,21.33,-77.02,-13.84,12,7,0.513,68.47,0.5,0.048
1,UE_0033,CELL_006,eMBB,7,8.39,-104.39,-21.28,7,2,0.455,9.36,5.29,0.0025
1,UE_0034,CELL_005,URLLC,10,14.54,-82.41,-15.9,9,9,0.302,19.1,0.98,0.0001
1,UE_0035,CELL_001,mMTC,13,20.61,-107.42,-12.05,12,10,0.49,12.94,4.02,0.039
1,UE_0036,CELL_003,eMBB,10,14.23,-81.46,-21.12,11,18,0.683,24.3,14.38,0.0465
1,UE_0037,CELL_003,URLLC,5,5.88,-108.43,-10.21,4,3,0.047,11.13,7.85,0.0005
1,UE_0038,CELL_006,mMTC,13,21.46,-114.44,-20.99,12,10,0.569,109.14,24.98,0.0002
1,UE_0039,CELL_001,eMBB,14,22.45,-73.43,-9.93,15,15,0.855,31.91,9.99,0.0227
1,UE_0040,CELL_006,URLLC,15,29.28,-81.37,-15.68,15,3,0.799,50.55,3.42,0.0207
1,UE_0041,CELL_002,mMTC,13,20.92,-87.36,-10.64,14,7,0.019,10.85,16.53,0.0354
1,UE_0042,CELL_002,eMBB,15,25.87,-91.94,-6.6,16,5,0.144,54.06,0.89,0.0254
1,UE_0043,CELL_000,URLLC,5,4.58,-95.61,-12.32,5,19,0.585,5.83,13.45,0.044
1,UE_0044,CELL_002,mMTC,6,6.34,-96.81,-14.98,6,9,0.295,4.09,3.84,0.0009
1,UE_0045,CELL_004,eMBB,14,22.97,-82.29,-7.9,15,5,0.611,167.35,6.57,0.0339
1,UE_0046,CELL_003,URLLC,14,23.8,-96.59,-16.98,15,3,0.515,0.91,5.88,0.026
1,UE_0047,CELL_002,mMTC,8,10.97,-102.54,-10.75,8,8,0.683,4.34,7.21,0.0089
1,UE_0048,CELL_004,eMBB,5,5.7,-120.4,-19.45,4,13,0.379,18.74,10.92,0.0366
1,UE_0049,CELL_006,URLLC,12,18.17,-76.26,-16.51,13,18,0.866,28.62,1.8,0.0102
2,UE_0000,CELL_003,eMBB,9,12.31,-72.14,-11.86,10,16,0.888,32.88,4.36,0.0304
2,UE_0001,CELL_005,URLLC,13,21.81,-103.49,-8.12,13,18,0.468,9.56,0.84,0.0197
2,UE_0002,CELL_005,mMTC,11,17.69,-89.9,-19.75,10,1,0.244,8.95,20.05,0.0441
2,UE_0003,CELL_006,eMBB,7,9.45,-85.03,-17.37,7,10,0.468,22.09,0.5,0.0241
2,UE_0004,CELL_000,URLLC,10,15.5,-117.7,-19.83,11,5,0.295,55.43,11.07,0.0451
2,UE_0005,CELL_001,mMTC,14,22.58,-108.33,-16.69,14,2,0.138,29.57,1.84,0.0048
2,UE_0006,CELL_005,eMBB,7,8.34,-101.69,-13.63,8,2,0.16,6.12,1.94,0.0368
2,UE_0007,CELL_001,URLLC,12,18.83,-113.43,-10.44,11,15,0.772,16.97,6.57,0.006
2,UE_0008,CELL_001,mMTC,5,4.78,-94.16,-16.3,6,12,0.414,1.42,1.62,0.0355
2,UE_0009,CELL_001,eMBB,15,24.26,-77.76,-9.88,16,5,0.245,18.05,7.05,0.0444
2,UE_0010,CELL_000,URLLC,9,13.67,-72.41,-12.68,10,8,0.435,11.85,0.5,0.0476
2,UE_0011,CELL_003,mMTC,15,24.32,-75.23,-10.76,15,11,0.208,20.99,0.5,0.0059
2,UE_0012,CELL_001,eMBB,14,22.09,-89.11,-7.2,15,19,0.532,0.92,7.83,0.0234
2,UE_0013,CELL_002,URLLC,12,18.61,-89.27,-16.65,12,1,0.342,133.57,6.34,0.0375
2,UE_0014,CELL_004,mMTC,15,27.93,-93.43,-16.01,16,6,0.002,215.28,0.5,0.0229
2,UE_0015,CELL_004,eMBB,10,15.28,-98.39,-12.42,10,8,0.922,16.22,15.04,0.0231
2,UE_0016,CELL_002,URLLC,4,3.67,-89.67,-10.15,4,10,0.177,3.88,11.47,0.002
2,UE_0017,CELL_002,mMTC,4,3.77,-91.03,-13.21,5,13,0.302,7.06,3.6,0.0369
2,UE_0018,CELL_002,eMBB,11,17.82,-85.8,-11.52,11,14,0.419,14.12,1.14,0.0204
2,UE_0019,CELL_006,URLLC,13,20.07,-94.96,-10.64,12,13,0.656,99.29,0.5,0.0163
2,UE_0020,CELL_005,mMTC,8,10.99,-114.86,-16.18,7,18,0.129,16.92,1.85,0.0142
2,UE_0021,CELL_004,eMBB,11,17.72,-91.21,-10.36,12,11,0.701,21.21,4.94,0.0128
2,UE_0022,CELL_002,URLLC,14,23.36,-80.75,-11.19,14,9,0.023,17.14,10.48,0.0305
2,UE_0023,CELL_004,mMTC,8,10.54,-85.33,-9.29,7,7,0.545,1.79,3.68,0.0167
2,UE_0024,CELL_005,eMBB,8,10.7,-88.49,-15.82,7,18,0.745,16.52,3.91,0.024
2,UE_0025,CELL_006,URLLC,4,3.98,-77.34,-11.4,4,6,0.258,21.35,1.24,0.0109
2,UE_0026,CELL_004,mMTC,15,24.06,-102.73,-12.24,16,1,0.798,83.6,2.55,0.0387
2,UE_0027,CELL_002,eMBB,6,6.08,-97.75,-18.37,5,4,0.154,4.93,3.95,0.0466
2,UE_0028,CELL_002,URLLC,11,16.95,-96.81,-10.27,12,5,0.885,17.83,0.83,0.0416
2,UE_0029,CELL_001,mMTC,13,20.23,-98.32,-14.38,12,10,0.686,27.77,9.42,0.0048
2,UE_0030,CELL_004,eMBB,14,22.79,-80.1,-7.48,15,4,0.051,10.69,2.53,0.0394
2,UE_0031,CELL_002,URLLC,5,4.15,-104.54,-6.79,5,7,0.749,49.3,1.75,0.0447
2,UE_0032,CELL_001,mMTC,10,15.63,-81.4,-13.45,9,6,0.068,0.41,0.5,0.0218
2,UE_0033,CELL_003,eMBB,9,13.11,-97.21,-13.08,10,16,0.168,10.24,25.32,0.0412
2,UE_0034,CELL_003,URLLC,7,9.51,-78.42,-12.66,7,11,0.257,8.49,4.12,0.0375
2,UE_0035,CELL_005,mMTC,15,28.75,-122.84,-20.01,15,4,0.751,10.08,0.5,0.0088
2,UE_0036,CELL_001,eMBB,14,23.24,-92.79,-8.15,13,17,0.654,60.64,3.36,0.0438
2,UE_0037,CELL_000,URLLC,15,26.78,-124.41,-17.67,15,5,0.656,53.98,8.93,0.0283
2,UE_0038,CELL_005,mMTC,15,34.66,-73.38,-13.65,15,11,0.602,21.27,0.98,0.0209
2,UE_0039,CELL_000,eMBB,10,14.32,-114.2,-15.05,9,8,0.271,35.43,1.44,0.0282
2,UE_0040,CELL_004,URLLC,13,20.06,-95.13,-17.51,14,12,0.646,23.15,3.11,0.0235
2,UE_0041,CELL_006,mMTC,14,23.06,-98.08,-9.0,14,5,0.586,14.45,8.65,0.0107
2,UE_0042,CELL_006,eMBB,5,4.42,-100.83,-10.32,4,2,0.86,21.51,2.4,0.0028
2,UE_0043,CELL_000,URLLC,15,33.25,-91.43,-8.45,15,4,0.888,69.21,0.5,0.0054
2,UE_0044,CELL_000,mMTC,1,-3.0,-109.34,-6.7,0,19,0.82,5.76,6.93,0.0162
2,UE_0045,CELL_005,eMBB,8,10.39,-88.29,-9.74,9,4,0.979,9.3,21.47,0.0485
2,UE_0046,CELL_006,URLLC,11,17.62,-104.51,-11.89,11,13,0.193,7.38,1.48,0.0295
2,UE_0047,CELL_002,mMTC,15,28.47,-101.37,-7.82,16,13,0.927,60.42,2.78,0.0165
2,UE_0048,CELL_001,eMBB,15,27.13,-104.56,-10.79,15,7,0.321,48.81,7.96,0.0047
2,UE_0049,CELL_003,URLLC,8,11.14,-83.01,-11.61,9,5,0.563,45.12,1.99,0.0413
3,UE_0000,CELL_006,eMBB,13,20.2,-87.88,-5.85,14,13,0.392,7.61,0.5,0.0019
3,UE_0001,CELL_006,URLLC,15,27.96,-90.64,-12.87,15,15,0.852,21.45,6.69,0.0003
3,UE_0002,CELL_003,mMTC,5,4.39,-95.28,-3.99,6,17,0.27,11.99,20.08,0.0248
3,UE_0003,CELL_003,eMBB,11,17.06,-84.85,-18.3,12,17,0.188,90.26,2.24,0.0187
3,UE_0004,CELL_000,URLLC,12,19.91,-85.95,-13.0,11,13,0.607,21.84,12.84,0.0209
3,UE_0005,CELL_006,mMTC,5,5.56,-85.35,-14.7,4,6,0.304,6.66,0.5,0.026
3,UE_0006,CELL_003,eMBB,15,24.52,-104.13,-14.24,15,3,0.619,1.95,0.79,0.0261
3,UE_0007,CELL_002,URLLC,4,2.29,-96.49,-9.03,4,7,0.097,38.54,2.1,0.0404
3,UE_0008,CELL_002,mMTC,12,18.75,-87.11,-1.16,13,17,0.429,17.3,0.5,0.0267
3,UE_0009,CELL_004,eMBB,6,6.74,-67.28,-10.69,5,14,0.302,65.9,0.83,0.0468
3,UE_0010,CELL_005,URLLC,11,17.82,-72.04,-10.14,12,14,0.916,77.7,4.65,0.0223
3,UE_0011,CELL_003,mMTC,14,22.33,-115.8,-8.55,15,4,0.286,34.98,0.91,0.0434
3,UE_0012,CELL_000,eMBB,4,2.88,-85.05,-10.38,5,7,0.127,29.96,8.32,0.0272
3,UE_0013,CELL_006,URLLC,11,17.33,-77.32,-7.1,12,10,0.456,68.46,2.82,0.0196
3,UE_0014,CELL_000,mMTC,6,6.31,-90.96,-15.66,5,4,0.612,0.59,0.92,0.0103
3,UE_0015,CELL_006,eMBB,15,29.9,-87.77,-12.73,15,18,0.977,21.57,0.5,0.0077
3,UE_0016,CELL_006,URLLC,8,10.35,-86.66,-10.98,7,5,0.626,14.95,8.9,0.0309
3,UE_0017,CELL_003,mMTC,4,2.46,-79.87,-6.53,3,2,0.226,11.55,2.03,0.0189
3,UE_0018,CELL_002,eMBB,9,13.32,-90.31,-6.4,10,4,0.673,25.06,0.5,0.0361
3,UE_0019,CELL_004,URLLC,13,20.96,-98.25,-15.72,14,3,0.498,25.0,3.61,0.0218
3,UE_0020,CELL_001,mMTC,5,5.02,-81.55,-14.66,6,19,0.593,4.38,13.82,0.0025
3,UE_0021,CELL_000,eMBB,15,33.61,-76.8,-13.23,14,10,0.06,6.79,1.97,0.0391
3,UE_0022,CELL_006,URLLC,10,14.09,-67.4,-11.64,10,6,0.663,28.27,6.6,0.0185
3,UE_0023,CELL_002,mMTC,12,18.68,-83.14,-11.84,11,14,0.46,7.36,9.2,0.0066
3,UE_0024,CELL_002,eMBB,10,14.89,-122.12,-12.76,9,14,0.111,50.87,1.16,0.0099
3,UE_0025,CELL_001,URLLC,12,18.6,-88.24,-11.54,13,15,0.708,17.56,1.81,0.0239
3,UE_0026,CELL_005,mMTC,11,16.43,-102.4,-12.09,10,14,0.705,9.46,9.96,0.0391
3,UE_0027,CELL_003,eMBB,5,5.8,-86.46,-16.73,5,16,0.241,18.35,0.87,0.0234
3,UE_0028,CELL_002,URLLC,2,-1.86,-95.52,-4.01,2,4,0.131,8.33,5.08,0.0185
3,UE_0029,CELL_001,mMTC,3,1.54,-92.48,-14.86,3,10,0.643,13.63,11.15,0.0454
3,UE_0030,CELL_003,eMBB,14,23.63,-80.62,-12.68,15,12,0.494,23.17,4.78,0.0276
3,UE_0031,CELL_003,URLLC,5,5.68,-70.89,-15.84,4,16,0.848,23.68,4.88,0.0201
3,UE_0032,CELL_005,mMTC,15,25.91,-97.84,-19.12,14,19,0.296,24.38,0.91,0.0029
3,UE_0033,CELL_003,eMBB,8,10.35,-99.39,-17.5,7,13,0.192,9.19,1.63,0.0132
3,UE_0034,CELL_006,URLLC,11,16.12,-104.8,-16.59,12,8,0.276,52.66,2.43,0.0215
3,UE_0035,CELL_001,mMTC,4,2.3,-94.7,-12.88,4,15,0.378,17.64,1.62,0.0002
3,UE_0036,CELL_004,eMBB,1,-2.71,-90.85,-7.24,1,18,0.81,0.4,4.27,0.0374
3,UE_0037,CELL_003,URLLC,1,-3.75,-83.69,-15.94,1,8,0.479,4.24,4.52,0.0345
3,UE_0038,CELL_000,mMTC,12,18.62,-91.15,-11.05,13,2,0.73,71.19,1.48,0.0234
3,UE_0039,CELL_001,eMBB,4,3.63,-98.75,-6.57,3,6,0.796,26.31,15.35,0.0133
3,UE_0040,CELL_004,URLLC,10,14.66,-94.06,-14.71,9,10,0.225,166.01,0.83,0.0018
3,UE_0041,CELL_002,mMTC,12,19.62,-94.44,-8.95,11,5,0.917,37.07,3.98,0.0114
3,UE_0042,CELL_003,eMBB,14,23.62,-109.64,-15.32,13,11,0.128,37.73,5.72,0.0364
3,UE_0043,CELL_005,URLLC,14,22.79,-94.9,-12.82,15,15,0.821,91.1,3.39,0.0059
3,UE_0044,CELL_006,mMTC,10,15.43,-96.43,-7.32,9,17,0.787,45.68,0.5,0.0368
3,UE_0045,CELL_002,eMBB,8,11.91,-97.84,-18.27,8,16,0.961,19.52,7.67,0.0492
3,UE_0046,CELL_002,URLLC,10,14.18,-73.42,-7.23,10,5,0.412,253.82,2.5,0.0394
3,UE_0047,CELL_000,mMTC,10,14.29,-114.18,-11.46,11,6,0.77,18.06,0.83,0.0329
3,UE_0048,CELL_006,eMBB,9,12.76,-113.01,-16.1,10,7,0.496,3.88,1.71,0.0433
3,UE_0049,CELL_003,URLLC,11,16.98,-96.7,-8.51,12,1,0.75,8.67,3.32,0.0373
4,UE_0000,CELL_005,eMBB,5,5.01,-90.08,-13.86,6,16,0.231,0.1,22.26,0.0355
4,UE_0001,CELL_001,URLLC,11,16.13,-122.9,-11.05,10,10,0.45,47.13,0.5,0.0444
4,UE_0002,CELL_005,mMTC,1,-3.21,-87.31,-12.45,2,5,0.903,2.39,2.21,0.0085
4,UE_0003,CELL_006,eMBB,5,4.29,-82.43,-17.59,5,2,0.99,1.46,0.5,0.0414
4,UE_0004,CELL_005,URLLC,10,15.59,-94.55,-12.36,10,6,0.522,126.47,8.45,0.0173
4,UE_0005,CELL_004,mMTC,5,4.05,-97.27,-15.28,6,5,0.154,12.53,4.09,0.0165
4,UE_0006,CELL_006,eMBB,7,8.8,-101.92,-10.74,8,4,0.217,70.81,7.26,0.0148
4,UE_0007,CELL_002,URLLC,8,10.47,-81.81,-9.48,7,12,0.61,36.96,1.88,0.0347
4,UE_0008,CELL_004,mMTC,7,9.96,-107.69,-16.21,8,1,0.087,9.13,5.36,0.0371
4,UE_0009,CELL_002,eMBB,8,11.39,-94.14,-17.18,8,10,0.62,24.04,3.58,0.0264
4,UE_0010,CELL_004,URLLC,15,26.7,-85.29,-11.62,15,13,0.922,41.84,4.43,0.0481
4,UE_0011,CELL_003,mMTC,4,2.26,-91.38,-7.94,3,2,0.001,9.69,19.93,0.0367
4,UE_0012,CELL_004,eMBB,9,12.38,-96.78,-14.25,8,19,0.627,16.59,5.16,0.0206
4,UE_0013,CELL_001,URLLC,10,15.74,-118.05,-10.09,11,10,0.756,7.72,4.02,0.0125
4,UE_0014,CELL_004,mMTC,8,11.3,-87.03,-8.27,7,3,0.639,37.17,5.33,0.0102
4,UE_0015,CELL_003,eMBB,13,20.16,-105.56,-9.3,14,9,0.986,112.62,2.25,0.016
4,UE_0016,CELL_004,URLLC,12,19.63,-93.94,-11.12,12,8,0.749,9.78,2.23,0.0064
4,UE_0017,CELL_002,mMTC,14,22.03,-112.97,-17.24,13,5,0.759,42.22,0.5,0.0158
4,UE_0018,CELL_000,eMBB,11,16.85,-98.59,-9.31,10,1,0.582,1.09,7.75,0.0078
4,UE_0019,CELL_000,URLLC,4,3.82,-87.13,-16.34,4,2,0.803,14.25,0.5,0.0089
4,UE_0020,CELL_004,mMTC,9,12.03,-92.17,-8.51,10,16,0.725,13.78,7.21,0.0247
4,UE_0021,CELL_004,eMBB,13,20.84,-73.29,-6.3,14,5,0.046,6.56,2.2,0.0009
4,UE_0022,CELL_002,URLLC,11,17.13,-107.76,-11.2,11,10,0.712,11.01,9.2,0.0302
4,UE_0023,CELL_005,mMTC,1,-2.25,-98.2,-14.33,1,9,0.414,0.4,6.28,0.0463
4,UE_0024,CELL_003,eMBB,12,19.82,-96.56,-9.52,11,10,0.012,91.48,2.95,0.0453
4,UE_0025,CELL_006,URLLC,7,8.76,-88.88,-9.79,6,17,0.614,110.41,3.2,0.0286
4,UE_0026,CELL_003,mMTC,4,3.27,-108.12,-7.89,3,4,0.472,14.57,4.07,0.0485
4,UE_0027,CELL_005,eMBB,6,6.86,-84.61,-9.07,6,5,0.464,28.07,1.36,0.0108
4,UE_0028,CELL_006,URLLC,10,14.73,-108.94,-14.71,11,12,0.927,3.2,5.53,0.0494
4,UE_0029,CELL_004,mMTC,8,11.96,-116.63,-15.01,9,7,0.071,15.86,7.35,0.0143
4,UE_0030,CELL_003,eMBB,7,9.77,-92.42,-16.1,7,1,0.953,64.8,0.76,0.0443
4,UE_0031,CELL_003,URLLC,7,9.88,-98.25,-12.94,6,14,0.047,6.57,2.61,0.0221
4,UE_0032,CELL_004,mMTC,9,13.11,-98.68,-11.58,9,14,0.374,40.97,1.38,0.0007
4,UE_0033,CELL_004,eMBB,15,27.6,-89.14,-11.32,16,16,0.378,17.95,4.08,0.0011
4,UE_0034,CELL_004,URLLC,7,8.86,-104.68,-17.44,7,2,0.942,0.55,8.71,0.0382
4,UE_0035,CELL_005,mMTC,12,18.14,-91.35,-12.37,11,18,0.981,1.24,1.56,0.0273
4,UE_0036,CELL_003,eMBB,4,3.76,-81.53,-12.38,3,2,0.843,4.43,5.66,0.0489
4,UE_0037,CELL_003,URLLC,13,20.27,-95.12,-5.64,14,6,0.504,15.04,6.46,0.0465
4,UE_0038,CELL_005,mMTC,7,8.68,-93.44,-12.28,7,14,0.448,3.57,7.09,0.0195
4,UE_0039,CELL_006,eMBB,8,11.18,-79.3,-13.97,9,6,0.031,17.98,2.92,0.034
4,UE_0040,CELL_003,URLLC,6,7.05,-91.46,-8.31,5,8,0.717,20.74,1.4,0.0426
4,UE_0041,CELL_002,mMTC,13,20.28,-89.02,-11.59,13,7,0.039,49.07,0.5,0.0119
4,UE_0042,CELL_004,eMBB,10,15.43,-88.0,-13.97,11,5,0.71,56.52,11.8,0.0081
4,UE_0043,CELL_004,URLLC,12,18.04,-98.71,-12.69,12,12,0.014,10.78,1.06,0.002
4,UE_0044,CELL_006,mMTC,2,-0.82,-98.14,-11.77,1,6,0.379,4.35,4.52,0.0164
4,UE_0045,CELL_001,eMBB,12,18.26,-90.36,-16.61,11,15,0.991,43.24,17.5,0.0266
4,UE_0046,CELL_006,URLLC,12,18.74,-92.66,-9.48,11,10,0.434,29.79,7.75,0.0154
